,Unnamed: 0,game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,year_published,artist,category,compilation,designer,family,mechanic,publisher,users_rated,average_rating
2952,452,3421,2.0,30.0,8.0,2.0,20.0,StreetSoccer,2002,"Stéphane Poinsot,Marek Szyszko,Christof Tisch","Dice,Sports",,Corné van Moorsel,"Players: Two Player Only Games,Sports: Football / Soccer","Dice Rolling,Grid Movement,Roll / Spin and Move","Cwali,Egmont Polska,Morapiaf",1592,6.53106
2953,453,3422,4.0,20.0,8.0,2.0,20.0,Fantasy,2001,Franck Dion,"Card Game,Fantasy",,Sylvie Barc,,"Hand Management,Set Collection","Asmodee,FoxMind",516,4.95742
2957,457,3427,6.0,10.0,4.0,1.0,10.0,Blockhead!,1952,,"Action / Dexterity,Children's Game",,"G. W. ""Jerry"" D'Arcey",Components: 3-Dimensional (3D),Stacking and Balancing,"Capiépa - Jeux Éducatifs,Clipper,Denys Fisher Toys,Miro Company,Parker Brothers,Playtoy Industries,Pressman Toy Corp.,Saalfield Publishing Co.,Spear's Games",283,5.41396
2965,465,3435,4.0,20.0,10.0,2.0,20.0,Zwergen Ziehen,1997,"François Bruel,Franck Dion,François Moret",Card Game,,Philippe des Pallières,,Hand Management,Asmodee,105,5.76581
2969,469,3439,2.0,60.0,10.0,2.0,60.0,HeroClix,2002,"Bernard Chang,Sandra Garavito","Collectible Components,Comic Book / Strip,Dice,Fighting,Miniatures",,"Monte Cook,Jeff Grubb,Seth Johnson,Jon Leitheusser,Jeff Quick,Jordan Weisman","Collectible: Collectible Miniatures Games,Comic Books: DC Universe,Comic Books: Marvel Universe,Components: Clix,Game: HeroClix,Players: Two Player Only Games,Theme: Superheroes","Action Points,Dice Rolling,Variable Player Powers","NECA,WizKids",2418,6.51042
2979,479,3452,5.0,45.0,10.0,2.0,45.0,Emerald,2002,Franz Vohwinkel,"Adventure,Exploration,Fantasy",,Rüdiger Dorn,"Admin: Better Description Needed!,Creatures: Dragons","Dice Rolling,Roll / Spin and Move,Set Collection",ABACUSSPIELE,1306,6.3482
2990,490,3463,2.0,30.0,10.0,2.0,30.0,Wizard,1978,"Clark Bradley,Liz Danforth,Rick Hershey,Pat Hidy,Brandon Moore,Roger Stine","Adventure,Fantasy,Wargame",The Fantasy Trip: Legacy Edition,Steve Jackson (I),"Animals: Bears,Animals: Wolves,Creatures: Dragons,Players: Two Player Only Games,Series: MicroGame (Metagaming),Series: The Fantasy Trip (Steve Jackson Games)","Dice Rolling,Grid Movement,Hexagon Grid,Line of Sight,Role Playing,Scenario / Mission / Campaign Game,Simulation,Variable Player Powers","Hobby Japan,Metagaming,Sfera,Steve Jackson Games",496,7.33791
2991,491,3464,2.0,15.0,10.0,2.0,15.0,Melee,1977,"Liz Danforth,Trace Hallowell,Pat Hidy,Roger Stine","Adventure,Fantasy,Wargame",The Fantasy Trip: Legacy Edition,Steve Jackson (I),"Animals: Bears,Animals: Snakes,Animals: Wolves,Creatures: Monsters,Players: Two Player Only Games,Series: MicroGame (Metagaming),Series: The Fantasy Trip (Steve Jackson Games)","Dice Rolling,Grid Movement,Hexagon Grid,Line of Sight,Scenario / Mission / Campaign Game,Simulation,Variable Player Powers","Metagaming,Sfera,Steve Jackson Games",666,7.29388
2992,492,3465,2.0,30.0,10.0,2.0,30.0,Black Hole,1978,"Gary A. Kalin,Robert E. Manns","Science Fiction,Wargame",,Robert Taylor,"Admin: Better Description Needed!,Creatures: Aliens / Extraterrestrials,Players: Two Player Only Games,Series: MicroGame (Metagaming),Space: Asteroids","Grid Movement,Hexagon Grid,Simulation",Metagaming,101,5.5802
2993,493,3466,2.0,30.0,12.0,2.0,30.0,WarpWar,1977,"Russell Ansley,Winchell Chung,Jennell Allyn Jaquays,Gary A. Kalin","Science Fiction,Wargame",,Howard Thompson,"Players: Two Player Only Games,Series: MicroGame (Metagaming)","Hexagon Grid,Rock-Paper-Scissors,Simultaneous Action Selection","Metagaming,Sfera",279,6.32867
3000,0,3475,7.0,60.0,10.0,2.0,60.0,Shadowfist,1995,"Melissa Benson,David Fooden,Quinton Hoover,Anson Maddocks,Jesper Myrfors","Card Game,Collectible Components,Fighting",,"Jose Garcia,Robin D. Laws","Admin: Better Description Needed!,Collectible: Collectible Card Games,Crowdfunding: Kickstarter",Hand Management,"Daedalus,Inner Kingdom Games,Shadowfist Games,Vetusta Games,Z-Man Games, Inc.",419,7.0782
3001,1,3476,2.0,30.0,12.0,2.0,30.0,Shadowrun: DMZ Downtown Militarized Zone,1990,"Dana Andrews,Joel Biske,Tim Bradstreet,Sean R. Cannon,Todd Hamilton,Rick Harris,Chuck Harris,Karl Kochvar,Jeff Laubenstein,Larry MacDougall,Jim Nelson,Mike Nielson,John Zeleznik","Miniatures,Science Fiction,Wargame",,"Tom Dowd,Sam Lewis,Jordan Weisman","Admin: Better Description Needed!,Players: Two Player Only Games,Setting: Shadowrun,Theme: Cyberpunk,Versions & Editions: Board Game Versions of Role-Playing Games",,"Ediciones Zinco S.A.,FASA",115,5.21348
3004,4,3482,8.0,60.0,8.0,2.0,60.0,Past Lives,1988,,"Economic,Fantasy,Humor",,Brad Geagley,,"Dice Rolling,Events,Roll / Spin and Move,Set Collection,Track Movement",The Avalon Hill Game Co,103,4.37699
3006,6,3484,4.0,120.0,10.0,2.0,120.0,Armada,1986,"Franck Dion,Guillaume Rohmer,Pascal Trigaux","Exploration,Fighting,Nautical",,"Philippe des Pallières,Patrice Pillet",,Action Points,"Descartes Editeur,Eurogames",358,5.20349
3007,7,3485,4.0,60.0,10.0,4.0,60.0,Anno Domini,1995,,"Medieval,Territory Building",,Spartaco Albertarelli,,"Area Movement,Dice Rolling",Editrice Giochi,146,5.94521
3009,9,3487,2.0,20.0,10.0,2.0,20.0,BattleTech CCG,1996,"Randy Asplund-Faith,Janet Aulisio,Tom Baxa,Stuart Beel,Joel Biske,Doug Chaffee,John Coulthart,Liz Danforth,Charles Gillespie,Mike Jackson,Janine Johnston,Mike Kimble,Tom Kyffin,Clint Langley,Kevin McCann,Christopher Moeller,Pat Morrissey,Ted Naifeh,Mark Poole,Dom  Reardon,Tony Roberts,Romas,Zina Saunders,Doug Shuler,Mark Simpson (II),Ron Spencer,Pete Venters,Matt Wilson (I),Sam Wood","Card Game,Collectible Components,Science Fiction",,Richard Garfield,"Admin: Game System Entries,Collectible: Collectible Card Games,Game: BattleTech,Players: Two Player Only Games,Theme: Mech Warfare",Hand Management,Wizards of the Coast,766,6.49174
3016,16,3495,2.0,20.0,9.0,2.0,20.0,Harry Potter Trading Card Game,2001,"Kevin Dobler,Dave Dorman,Greg Hildebrandt,Tim Hildebrandt,Monte Moore,Dany Orizio,Chris Seaman","Card Game,Collectible Components,Fantasy,Fighting,Novel-based",,"Skaff Elias,Mike Elliott,Paul Peterson","Books: Harry Potter,Collectible: Collectible Card Games,Players: Two Player Only Games","Action Points,Hand Management,Variable Player Powers","AMIGO,Devir,Wizards of the Coast",1040,6.16599
3019,19,3499,2.0,90.0,0.0,2.0,90.0,3-D Chess,1977,(Uncredited),"Abstract Strategy,Movies / TV / Radio theme",,"Andrew Bartmess,Lionel Adalbert Bagration Felix Kieseritzky","Components: 3-Dimensional (3D),Components: Three Dimensional Chess,Players: Two Player Only Games,Traditional Games: Chess,TV Shows: Star Trek (various)",Grid Movement,Franklin Mint,130,5.92385
3027,27,3507,6.0,15.0,5.0,2.0,15.0,By Golly!,2001,Doris Matthäus,"Animals,Card Game,Children's Game,Memory",,Frank Nestel,"Animals: Worms,Series: The Chicken Family of Zoch","Memory,Set Collection","999 Games,Gigamic,Rio Grande Games,Zoch Verlag",283,6.0183
3030,30,3510,8.0,45.0,12.0,2.0,45.0,Battle of the Sexes,1997,,"Party Game,Trivia",,(Uncredited),"Game: Battle of the Sexes,TV Shows: The Simpsons",Team-Based Game,"(Unknown),Imagination Games,Imago,Jumbo,Toyco,University Games",1095,3.4839
3033,33,3513,2.0,60.0,8.0,2.0,60.0,Electronic Stratego,1982,,"Abstract Strategy,Bluffing,Deduction,Electronic,Memory,Napoleonic,Wargame",,(Uncredited),"Game: Stratego,Players: Two Player Only Games,Versions & Editions: Electronic Versions of Non-Electronic Games","Area Movement,Memory,Secret Unit Deployment","Jumbo,Milton Bradley",106,6.32028
3035,35,3515,0.0,60.0,18.0,4.0,60.0,"Men Are from Mars, Women Are from Venus",1998,,Party Game,,John Gray,"Game: Mars and Venus,Space: Venus",,"Endless Games (I),Mattel,Spear's Games",130,3.86974
3037,37,3517,4.0,30.0,6.0,2.0,30.0,Tornado Rex,1991,,"Action / Dexterity,Children's Game,Racing",,(Uncredited),"Components: 3-Dimensional (3D),Sports: Mountain Climbing",,"Editrice Giochi,Parker Brothers,Parker Spiele",140,6.71164
3038,38,3518,7.0,360.0,10.0,2.0,360.0,Napoleon in Europe,2001,Keith Rocco,"Miniatures,Napoleonic,Political,Wargame",,Glenn Drover,"Components: Miniatures,Continents: Europe","Area Movement,Dice Rolling,Simulation",Eagle-Gryphon Games,675,6.61938
3042,42,3522,12.0,20.0,5.0,3.0,20.0,LCR,1983,,Dice,,(Uncredited),Containers: Tubes,Dice Rolling,"Cardinal,George & Company,Imagination Games,R&S Marketing,Spin Master Ltd.",1873,3.43281
3047,47,3528,4.0,45.0,13.0,2.0,45.0,Priceless,1996,,"Economic,Negotiation",,"Tom Kremer,Phil Orbanes Sr.",,"Auction/Bidding,Commodity Speculation,Trading",Winning Moves Games (USA),107,5.96449
3048,48,3529,4.0,30.0,9.0,2.0,30.0,Vampire Hunter,2002,,Horror,,(Uncredited),Creatures: Vampires,"Area Movement,Cooperative Game,Grid Movement,Roll / Spin and Move","Hasbro,Milton Bradley",459,5.18349
3050,50,3531,2.0,60.0,10.0,1.0,60.0,The Return of the Stainless Steel Rat,1981,"Redmond A. Simonsen,Timothy Truman","Murder/Mystery,Novel-based,Science Fiction",,Greg Costikyan,"Magazine: Ares,Players: Games with Solitaire Rules","Area Movement,Simulation,Square Grid,Storytelling","SPI (Simulations Publications, Inc.)",131,6.64504
3053,53,3534,6.0,180.0,12.0,2.0,180.0,Star Trader,1982,"Redmond A. Simonsen,Timothy Truman","Economic,Science Fiction",,Nick Karp,Magazine: Ares,"Commodity Speculation,Trading","Encore,SharpSharkGames,SPI (Simulations Publications, Inc.)",279,7.22581
3066,66,3548,2.0,90.0,12.0,2.0,90.0,Assault on Hoth: The Empire Strikes Back,1988,"Rosaria Baldari,Stephen Crane,Susan Kramer,Teri Micco,Carl Skutsch","Movies / TV / Radio theme,Science Fiction,Wargame",,Paul Murphy,"Fictional Events: Battle of Hoth,Movies: Star Wars,Players: Two Player Only Games,Series: Star Wars Adventure Board Game (West End)","Campaign / Battle Card Driven,Dice Rolling,Events,Grid Movement,Hexagon Grid,Simulation","Welt der Spiele,West End Games",502,6.96597
3067,67,3549,6.0,90.0,12.0,2.0,90.0,Superpower,1986,"Bryan Ansell,Charles Elliot (I),Albie Fiore,Benny Preuser,Angus Ryall","Modern Warfare,Political",,"E. Bruce Hollands,Daniel R. McGregor",,"Roll / Spin and Move,Voting",Games Workshop Ltd.,134,4.35724
3070,70,3553,30.0,240.0,12.0,2.0,240.0,Close Action: The Age of Fighting Sail Vol. 1,1997,Tom Hannah,"Age of Reason,American Revolutionary War,Napoleonic,Nautical,Wargame",,Mark A. Campbell,"History: Age of Kings,History: French Revolutionary Wars,History: War of 1812,Series: Close Action (Clash of Arms Games)","Action Queue,Critical Hits and Failures,Dice Rolling,Grid Movement,Hexagon Grid,Simulation,Simultaneous Action Selection",Clash of Arms Games,365,7.82183
3076,76,3560,2.0,60.0,12.0,2.0,60.0,Ice War,1978,Kenneth Rahman,"Science Fiction,Wargame",,Keith Gross,"Players: Two Player Only Games,Region: Arctic,Series: MicroGame (Metagaming),States: Alaska,Theme: Alternate History","Dice Rolling,Grid Movement,Hexagon Grid,Hidden Movement,Movement Points,Paper-and-Pencil,Ratio / Combat Results Table,Scenario / Mission / Campaign Game,Simulation,Variable Set-up,Zone of Control","Metagaming,Sfera",132,5.99894
3077,77,3561,2.0,90.0,11.0,2.0,90.0,Ram Speed: Naval Warfare in the Bronze Age,1980,Ben Ostrander,"Ancient,Nautical,Wargame",,Colin Keizer,"Country: Greece,Players: Two Player Only Games,Series: MicroHistory (Metagaming)",Hexagon Grid,Metagaming,104,6.10337
3078,78,3562,5.0,30.0,10.0,2.0,15.0,Theophrastus,2001,"Robert Carty,Phil R. Chase","Card Game,Renaissance",,Phil R. Chase,,"Action Points,Set Collection",Mayfair Games,431,5.91984
3079,79,3563,2.0,90.0,12.0,2.0,90.0,The Lord of the Rings: The Fellowship of the Ring,2001,"John Blanche,David Gallagher,Nuala Kennedy,Markus Trenkner","Fantasy,Miniatures,Movies / TV / Radio theme,Novel-based,Wargame",,Rick Priestley,"Authors: J.R.R. Tolkien,Players: Two Player Only Games,Series: The Lord of the Rings Strategy Battle Game (Games Workshop)","Campaign / Battle Card Driven,Modular Board","Games Workshop Ltd.,New Line Productions Inc,Trefl",367,6.50822
3081,81,3565,6.0,60.0,10.0,2.0,60.0,Mordheim: City of the Damned,1999,"John Blanche,Alex Boyd,Talima Fox,David Gallagher,Nuala Kennedy,Karl Kopinski,Alan Merrett,Paul Smith,Geoff Taylor,John Wigley","Exploration,Fantasy,Fighting,Horror,Miniatures,Wargame",,"Alessio Cavatore,Tuomas Pirinen,Rick Priestley","Series: Specialist Games (Games Workshop),Setting: Warhammer Fantasy Wargames","Dice Rolling,Measurement Movement,Modular Board,Role Playing,Variable Player Powers",Games Workshop Ltd.,1620,7.30892
3083,83,3567,4.0,45.0,8.0,2.0,45.0,Roller Coaster Tycoon,2002,,Economic,,Craig Van Ness,"Admin: Better Description Needed!,Theme: Amusement Parks / Theme Parks","Auction/Bidding,Roll / Spin and Move","Hasbro,Parker Brothers",453,6.05854
3084,84,3568,2.0,90.0,0.0,2.0,90.0,Stage II,1985,,"Deduction,Party Game,Trivia",,(Uncredited),Players: Two Player Only Games,Betting and Bluffing,Milton Bradley,129,6.29767
3086,86,3570,4.0,20.0,4.0,2.0,15.0,Chicken Cha Cha Cha,1997,"Doris Matthäus,Klaus Zoch","Animals,Children's Game,Memory",,Klaus Zoch,"Animals: Chickens,Animals: Hedgehogs / Porcupines,Creatures: Dragons,Series: The Chicken Family of Zoch",Memory,"Zoch Verlag,999 Games,Aires, Fanha e Raposo, Lda,Devir,Egmont Polska,FoxMind Israel,Gigamic,Korea Boardgames Co., Ltd.,Laser plus,Milton Bradley,Piatnik,Rio Grande Games,Simba Toys,Stupor Mundi,Swan Panasia Co., Ltd.,Tactic,ZickZack Spieleverlag",2859,6.57947
3088,88,3572,5.0,240.0,12.0,2.0,240.0,Invasion: America – Death Throes of the Superpower,1976,Redmond A. Simonsen,"Modern Warfare,Wargame",,Jim Dunnigan,"Country: USA,Theme: Alternate History","Hexagon Grid,Zone of Control","SPI (Simulations Publications, Inc.)",207,6.5901
3089,89,3573,2.0,30.0,10.0,2.0,30.0,Napoleon at Waterloo,1971,Redmond A. Simonsen,"Napoleonic,Wargame",,Jim Dunnigan,"Country: Belgium,History: Napoleonic Wars,Players: Two Player Only Games,Promotional: Promo Board Games,Series: Napoleon At Waterloo (SPI)","Dice Rolling,Grid Movement,Hexagon Grid,Movement Points,Ratio / Combat Results Table,Simulation,Zone of Control","Decision Games (I),Hobby Japan,SPI (Simulations Publications, Inc.)",492,6.64533
3091,91,3575,2.0,300.0,12.0,2.0,300.0,The Plot to Assassinate Hitler,1976,Redmond A. Simonsen,"Political,Wargame,World War II",,Jim Dunnigan,"Admin: Better Description Needed!,Country: Germany,Magazine: Strategy & Tactics,Players: Two Player Only Games,Series: Power Politics (SPI)","Dice Rolling,Events,Grid Movement,Hexagon Grid,Movement Points,Ratio / Combat Results Table,Simulation,Zone of Control","Hobby Japan,SPI (Simulations Publications, Inc.)",200,5.7155
3092,92,3576,2.0,120.0,12.0,1.0,120.0,Operation Olympic: The Invasion of Japan 1 November 1945,1974,Redmond A. Simonsen,"Wargame,World War II",,Jim Dunnigan,"Country: Japan,Magazine: Strategy & Tactics,Players: Games with Solitaire Rules,Players: Wargames with Solitaire Rules,Theme: Alternate History","Dice Rolling,Events,Grid Movement,Hexagon Grid,Movement Points,Secret Unit Deployment,Simulation,Solo / Solitaire Game,Zone of Control","Decision Games (I),SPI (Simulations Publications, Inc.)",130,6.33346
3093,93,3577,6.0,4200.0,12.0,2.0,420.0,Terrible Swift Sword: Battle of Gettysburg Game,1976,"Tom Darden,Larry Elmore,Ivor M. Janci,Redmond A. Simonsen,The West Point Museum","American Civil War,Post-Napoleonic,Wargame",,Richard H. Berg,"Country: USA,History: Battle of Gettysburg,Series: Great Battles of the American Civil War (Richard H. Berg),States: Pennsylvania","Dice Rolling,Hexagon Grid,Ratio / Combat Results Table,Zone of Control","SPI (Simulations Publications, Inc.),TSR",373,7.45068
3097,97,3581,4.0,180.0,12.0,2.0,180.0,Lion of the North: The Dawn of Modern Warfare,1993,"Rodger B. MacGowan,Mark Simonitch","Pike and Shot,Wargame",,"Richard H. Berg,Mark Herman","Country: Sweden,History: Age of Kings,History: Thirty Years War,Series: Great Battles of History (GMT Games)","Dice Rolling,Hexagon Grid",GMT Games,146,6.26575
3100,100,3584,2.0,360.0,12.0,2.0,360.0,World War 3: 1976-1984,1975,Redmond A. Simonsen,"Modern Warfare,Wargame",,Jim Dunnigan,Players: Two Player Only Games,Hexagon Grid,"SPI (Simulations Publications, Inc.)",174,5.0842
3101,101,3585,6.0,60.0,10.0,1.0,60.0,Sorcerer: The Game of Magical Conflict,1975,"Larry Catalano,Gwen England,Manfred F. Milkuhn,Linda Mosca,Redmond A. Simonsen","Fantasy,Wargame",,Redmond A. Simonsen,,"Action Points,Grid Movement,Hexagon Grid,Rock-Paper-Scissors,Simulation","SPI (Simulations Publications, Inc.)",210,5.54519
3102,102,3586,5.0,20.0,5.0,2.0,20.0,Sherlock,1999,Oliver Freudenreich,"Card Game,Children's Game,Deduction,Memory,Novel-based",,Reinhard Staupe,"Books: Mystery Novels,Books: Sherlock Holmes,Series: Freedom From Gadgets (Yes Papa Games)",Memory,"Staupe Spiele,AMIGO,Educa Korea,FoxMind Israel,MINDOK,Playroom Entertainment,Yes Papa Games",586,6.25775
3106,106,3590,6.0,60.0,12.0,2.0,60.0,Campaign Trail: The Game of Presidential Elections,1983,"Rich Banner,Chris Purcell",Political,,"Peter Andersen (I),William Snavely","Country: USA,Political: Elections","Roll / Spin and Move,Set Collection",Game Designers' Workshop,110,6.58664
3109,109,3593,6.0,120.0,12.0,2.0,120.0,Star Wars: Star Warriors,1987,"Susan Kramer,Diane Malz,Kevin Wilkins","Movies / TV / Radio theme,Science Fiction",,"Peter Corless,Doug Kaufman",Movies: Star Wars,"Action Queue,Hexagon Grid,Simultaneous Action Selection","Descartes Editeur,West End Games",522,6.87632
3110,110,3594,1.0,60.0,12.0,1.0,60.0,Star Wars: Battle for Endor,1989,"Bernadette G. Cahill,Stephen Crane,Jacqueline Evans,Cathleen Hunter","Movies / TV / Radio theme,Science Fiction,Wargame",,Peter Corless,"Creatures: Aliens / Extraterrestrials,Fictional Events: Battle of Endor,Movies: Star Wars,Players: Games with Solitaire Rules,Players: Solitaire Only Games,Players: Solitaire Only Wargames,Players: Wargames with Solitaire Rules,Series: Star Wars Adventure Board Game (West End)","Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Hexagon Grid,Simulation",West End Games,164,6.11189
3111,111,3595,8.0,30.0,12.0,3.0,30.0,Squint,2002,John Kovalic,"Card Game,Party Game",,Deborah Boss,,"Line Drawing,Tile Placement","Out of the Box Publishing,Tactic",734,5.98682
3113,113,3597,2.0,90.0,11.0,2.0,90.0,Strat-O-Matic Hockey,1978,,Sports,,Hal Richman,"Players: Two Player Only Games,Series: Strat-O-Matic,Sports: Ice Hockey",Simulation,Strat-O-Matic Game Company,317,7.24102
3116,116,3600,4.0,360.0,12.0,2.0,240.0,Fifth Frontier War,1981,"Rich Banner,Naoyuki Kato","Science Fiction,Wargame","Traveller: The Classic Games, Games 1-6+","John Astell,Frank Chadwick,Marc W. Miller","Components: Map (Interplanetary or Interstellar scale),Creatures: Aliens / Extraterrestrials,Setting: Traveller Universe,Versions & Editions: Board Game Versions of Role-Playing Games","Action Queue,Dice Rolling,Grid Movement,Hexagon Grid,Ratio / Combat Results Table,Simulation","Game Designers' Workshop,Hobby Japan",185,6.67703
3118,118,3602,2.0,120.0,12.0,2.0,60.0,Kriegspiel,1970,,"Modern Warfare,Wargame",,Thomas N. Shaw,Players: Two Player Only Games,"Dice Rolling,Grid Movement,Hexagon Grid,Modular Board,Movement Points,Ratio / Combat Results Table,Rock-Paper-Scissors,Simulation,Zone of Control",The Avalon Hill Game Co,278,4.71968
3121,121,3605,2.0,360.0,12.0,2.0,360.0,The Third World War: Battle for Germany,1984,"Rich Banner,William H. Keith, Jr.","Modern Warfare,Wargame",,Frank Chadwick,"Country: Germany,History: Cold War,Players: Two Player Only Games,Political: NATO,Series: Third World War (GDW),Theme: Alternate History","Dice Rolling,Grid Movement,Hexagon Grid,Movement Points,Simulation,Zone of Control","Game Designers' Workshop,Hobby Japan",454,7.7857
3123,123,3608,2.0,60.0,12.0,1.0,60.0,Air Force,1976,Joe DeMarco,"Aviation / Flight,Wargame,World War II",,S. Craig Taylor,"Players: Games with Solitaire Rules,Players: Wargames with Solitaire Rules,Theme: Weather","Action Queue,Dice Rolling,Grid Movement,Hexagon Grid,Modular Board,Movement Points,Paper-and-Pencil,Scenario / Mission / Campaign Game,Simulation,Simultaneous Action Selection","The Avalon Hill Game Co,Battleline,Hobby Japan,Wargames Research Centre Ltd.",717,6.45781
